"","title","url","imdbRating","ratingCount","duration","year","type","nrOfWins","nrOfNominations","nrOfPhotos","nrOfNewsArticles","nrOfUserReviews","nrOfGenre","Action","Adult","Adventure","Animation","Biography","Comedy","Crime","Documentary","Drama","Family","Fantasy","FilmNoir","GameShow","History","Horror","Music","Musical","Mystery","News","RealityTV","Romance","SciFi","Short","Sport","TalkShow","Thriller","War","Western","Recommendation"
"9492","Neethaane En Ponvasantham","http://www.imdb.com/title/tt2342227/",6.5,"875","9180",2012,"video.movie","2","4","0","0",22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Average"
"9494","Haunter","http://www.imdb.com/title/tt2345567/",5.9,"6910","5820",2013,"video.movie","0","0","14","184",36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,"Average"
"9499","Cutie and the Boxer","http://www.imdb.com/title/tt2355540/",7.2,"2520","4920",2013,"video.movie","4","5","12","252",20,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good"
"9501","Bud's Best - Die Welt des Bud Spencer","http://www.imdb.com/title/tt2357017/",5.8,"12","3120",2012,"video.movie","0","0","0","0",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"9502","jOBS - Die Erfolgsstory von Steve Jobs","http://www.imdb.com/title/tt2357129/",5.9,"52676","7680",2013,"video.movie","0","0","22","750",211,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"9503","Rio 2 - Dschungelfieber","http://www.imdb.com/title/tt2357291/",6.5,"19894","6060",2014,"video.movie","0","0","40","682",66,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"9505","Last Ounce of Courage","http://www.imdb.com/title/tt2359137/",4.2,"1460","6060",2012,"video.movie","0","0","2","12",76,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fair"
"9506","Raanjhanaa","http://www.imdb.com/title/tt2359810/",7.7,"12916","8400",2013,"video.movie","8","31","0","0",119,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Good"
"9510","Stories We Tell","http://www.imdb.com/title/tt2366450/",7.7,"6052","6480",2012,"video.movie","19","21","10","499",40,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good"
"9512","Hua pi 2","http://www.imdb.com/title/tt2371411/",6.3,"1741","7860",2012,"video.movie","3","3","6","15",9,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Average"
"9524","Cheap Thrills","http://www.imdb.com/title/tt2389182/",6.9,"5344","5280",2013,"video.movie","7","3","15","428",26,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Average"
"9535","Twenty Feet from Stardom","http://www.imdb.com/title/tt2396566/",7.4,"5194","5460",2013,"video.movie","15","14","8","99",58,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Good"
"9540","De Marathon","http://www.imdb.com/title/tt2401621/",7.6,"3222","6420",2012,"video.movie","3","6","0","0",2,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Good"
"9541","Dom Hemingway","http://www.imdb.com/title/tt2402105/",6.2,"8886","5580",2013,"video.movie","0","0","35","325",41,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"9542","That Guy  Who Was in That Thing","http://www.imdb.com/title/tt2402200/",7.1,"1016","4740",2012,"video.movie","0","0","2","0",12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good"
"9545","Witching & Bitching","http://www.imdb.com/title/tt2404738/",6.3,"4365","6720",2013,"video.movie","18","21","8","47",6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"9549","Killers","http://www.imdb.com/title/tt2409300/",7.5,"803","8220",2014,"video.movie","0","0","0","0",8,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good"
"9551","Abducted","http://www.imdb.com/title/tt2413338/",4.5,"334","5760",2013,"video.movie","1","0","0","6",4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"Fair"
"9552","30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo","http://www.imdb.com/title/tt2417650/",2.6,"2514","4800",2013,"video.movie","0","0","9","0",13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Poor"
"9553","Tres bodas de más","http://www.imdb.com/title/tt2418440/",6.4,"1602","5640",2013,"video.movie","6","17","0","0",3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"9554","Rubinrot","http://www.imdb.com/title/tt2418558/",6,"2631","7320",2013,"video.movie","0","0","3","0",10,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Average"
"9556","Red Obsession","http://www.imdb.com/title/tt2419284/",6.8,"618","4500",2013,"video.movie","2","5","11","43",8,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Average"
"9562","Go Goa Gone","http://www.imdb.com/title/tt2436516/",6.6,"6174","6480",2013,"video.movie","0","0","8","161",48,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"9564","Erbarmen","http://www.imdb.com/title/tt2438644/",7.1,"4247","5820",2013,"video.movie","2","19","0","0",6,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"Good"
"9567","S-VHS aka V/H/S 2","http://www.imdb.com/title/tt2450186/",6.1,"16285","5760",2013,"video.movie","2","2","10","92",96,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Average"
"9568","Gekijôban Mahou Shojo Madoka Magica Shinpen: Hangyaku no Monogatari","http://www.imdb.com/title/tt2457282/",7.9,"432","6960",2013,"video.movie","0","0","0","0",4,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Good"
"9569","Ninja - Pfad der Rache","http://www.imdb.com/title/tt2458106/",6.2,"5311","5700",2013,"video.movie","0","0","5","19",26,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Average"
"9576","Grand Masti","http://www.imdb.com/title/tt2476154/",4.3,"3112","8220",2013,"video.movie","2","3","0","137",30,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Fair"
"9577","TinkerBell und die Piratenfee","http://www.imdb.com/title/tt2483260/",6.6,"5105","4680",2014,"video.movie","0","0","7","63",15,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"9581","Rich Hall's Inventing the Indian","http://www.imdb.com/title/tt2492704/",7,"31","5400",2012,"video.movie","0","0","0","0",1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Good"
"9585","Horror Europa with Mark Gatiss","http://www.imdb.com/title/tt2497226/",7.6,"83","5400",2012,"video.movie","0","0","0","0",0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good"
"9587","Check","http://www.imdb.com/title/tt2499148/",6.2,"78","5340",2012,"video.movie","0","0","0","0",0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"9592","God's Not Dead","http://www.imdb.com/title/tt2528814/",4.9,"12332","6780",2014,"video.movie","0","0","18","109",314,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fair"
"9596","Bullett Raja","http://www.imdb.com/title/tt2551378/",5.2,"2196","8280",2013,"video.movie","0","0","16","142",28,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"9599","Die Legende von Mor'du","http://www.imdb.com/title/tt2565938/",6.2,"305","420",2012,"video.movie","0","0","0","0",4,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Average"
"9600","Gunday","http://www.imdb.com/title/tt2574698/",1.6,"46858","9120",2014,"video.movie","0","0","32","215",916,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Poor"
"9609","Superman: Unbound","http://www.imdb.com/title/tt2617456/",6.6,"4563","4500",2013,"video.movie","0","0","6","114",15,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"9612","18th Annual Critics' Choice Movie Awards","http://www.imdb.com/title/tt2622478/",6.3,"24","7200",2013,"video.movie","0","0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"9613","Sin-se-gae","http://www.imdb.com/title/tt2625030/",7.6,"6783","8040",2013,"video.movie","2","9","15","0",29,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Good"
"9618","Ghost in the Shell Arise - Border 1: Ghost Pain","http://www.imdb.com/title/tt2636124/",7.3,"624","3480",2013,"video.movie","0","0","0","0",6,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Good"
"9628","The Battle of Amfar","http://www.imdb.com/title/tt2674152/",7,"36","2400",2013,"video.movie","0","0","14","0",1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Good"
"9641","Sharknado","http://www.imdb.com/title/tt2724064/",3.3,"18604","5160",2013,"video.movie","0","0","10","462",179,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fair"
"9657","Main Tera Hero","http://www.imdb.com/title/tt2762334/",5.6,"1955","7680",2014,"video.movie","0","0","0","0",28,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Average"
"9667","Fukrey","http://www.imdb.com/title/tt2806788/",6.8,"4205","8340",2013,"video.movie","4","12","7","138",33,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Average"
"9671","Justice League: The Flashpoint Paradox","http://www.imdb.com/title/tt2820466/",8,"9338","4500",2013,"video.movie","0","0","54","139",35,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"9672","Les Salauds - Dreckskerle","http://www.imdb.com/title/tt2821088/",6.2,"1394","6000",2013,"video.movie","0","0","7","17",11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"9676","Confissões de Adolescente","http://www.imdb.com/title/tt2836364/",6.7,"243","5760",2013,"video.movie","0","0","0","0",0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"9677","Aziz Ansari: Buried Alive","http://www.imdb.com/title/tt2836450/",7.3,"757","4800",2013,"video.movie","0","0","10","2",3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good"
"9683","Madonna: Celebration - The Video Collection","http://www.imdb.com/title/tt2866056/",7.8,"56","12660",2009,"video.movie","0","0","0","0",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Good"
"9684","Skinwalker Ranch","http://www.imdb.com/title/tt2881698/",5,"1839","5160",2013,"video.movie","0","0","2","29",26,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"Average"
"9685","Ashens and the Quest for the Gamechild","http://www.imdb.com/title/tt2902898/",7.6,"573","5280",2013,"video.movie","0","0","0","0",6,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good"
"9686","Turks & Caicos","http://www.imdb.com/title/tt2904608/",7.2,"607","5700",2014,"video.movie","0","0","0","0",12,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Good"
"9689","A Story of Children and Film","http://www.imdb.com/title/tt2917506/",7.2,"164","6360",2013,"video.movie","0","0","0","0",2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good"
"9710","Gwansang","http://www.imdb.com/title/tt3008014/",6.7,"518","8520",2013,"video.movie","5","10","11","0",2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"9711","The Miracle of Life","http://www.imdb.com/title/tt3012194/",8.2,"85","5040",2013,"video.movie","0","0","0","0",0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"9720","Bill Cosby: Far from Finished","http://www.imdb.com/title/tt3053202/",7.5,"269","5700",2013,"video.movie","0","0","0","0",6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good"
"9722","Justice League: War","http://www.imdb.com/title/tt3060952/",7.1,"6100","4740",2014,"video.movie","0","0","31","150",48,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good"
"9730","Camp Takota","http://www.imdb.com/title/tt3097084/",7.2,"2169","5700",2014,"video.movie","0","0","12","27",29,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good"
"9732","Top 1 Shark Movies","http://www.imdb.com/title/tt3102724/",7.9,"14","180",2013,"video.movie","0","0","0","0",0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Good"
"9735","Top 40 Shitty Shark Movies","http://www.imdb.com/title/tt3107552/",8.3,"41","1440",2013,"video.movie","0","0","0","0",0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Excellent"
"9740","A Snow Globe Christmas","http://www.imdb.com/title/tt3118746/",5.8,"132","5340",2013,"video.movie","0","0","0","0",2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"9743","The Hungover Games","http://www.imdb.com/title/tt3138104/",3.9,"3827","5100",2014,"video.movie","0","0","6","10",7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fair"
"9745","Black Ribbon","http://www.imdb.com/title/tt3138364/",7.6,"10","420",2013,"video.movie","0","0","0","0",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,"Good"
"9755","Raja Rani","http://www.imdb.com/title/tt3203910/",7.6,"1458","9600",2013,"video.movie","0","0","0","0",17,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Good"
"9758","Son of God","http://www.imdb.com/title/tt3210686/",5.4,"10588","8280",2014,"video.movie","0","0","28","318",146,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"9782","David Blaine: Real or Magic","http://www.imdb.com/title/tt3345310/",7.9,"362","5400",2013,"video.movie","0","0","0","0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Good"
"9803","Karle Pyaar Karle","http://www.imdb.com/title/tt3465488/",3.5,"53","6600",2014,"video.movie","0","0","0","0",1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Fair"
"9816","Ein Mönch in Marseille","http://www.imdb.com/title/tt3521442/",6.9,"124","3360",2014,"video.movie","0","0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"12585","The Manson Family","http://www.imdb.com/title/tt0118840/",5.4,"2350","5700",2003,"video.movie","1","0","8","58",72,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"12732","Corpse Bride - Hochzeit mit einer Leiche","http://www.imdb.com/title/tt0121164/",7.4,"140333","4620",2005,"video.movie","9","17","76","746",450,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Good"
"12877","Lara Croft: Tomb Raider","http://www.imdb.com/title/tt0146316/",5.7,"126134","6000",2001,"video.movie","3","12","60","2195",819,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"12949","D-Tox - Im Auge der Angst","http://www.imdb.com/title/tt0160184/",5.2,"17069","5760",2002,"video.movie","0","0","14","11",134,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Average"
"12956","Schlimmer geht's immer!","http://www.imdb.com/title/tt0161083/",5.4,"10795","5640",2001,"video.movie","0","0","37","0",78,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"12965","Jurassic Park III","http://www.imdb.com/title/tt0163025/",5.9,"154092","5520",2001,"video.movie","5","8","159","574",1187,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Average"
"12975","Der Anschlag","http://www.imdb.com/title/tt0164184/",6.4,"74676","7440",2002,"video.movie","2","4","91","381",559,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Average"
"12977","Vidocq","http://www.imdb.com/title/tt0164961/",6.5,"15947","5880",2001,"video.movie","7","2","17","2",68,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"12981","Highway","http://www.imdb.com/title/tt0165361/",6.3,"4402","5820",2002,"video.movie","0","0","4","15",66,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"12988","Interstate 60","http://www.imdb.com/title/tt0165832/",7.7,"19711","6960",2002,"video.movie","2","5","3","2",121,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good"
"12996","Monkeybone","http://www.imdb.com/title/tt0166276/",4.7,"12611","5580",2001,"video.movie","0","0","30","37",169,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fair"
"13006","Thunderbirds","http://www.imdb.com/title/tt0167456/",4.2,"9616","5700",2004,"video.movie","0","0","39","40",222,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fair"
"13017","Antwone Fisher","http://www.imdb.com/title/tt0168786/",7.3,"22475","7200",2002,"video.movie","18","19","83","124",154,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Good"
"13102","Copy Shop","http://www.imdb.com/title/tt0182014/",7.4,"1118","720",2001,"video.movie","32","3","5","0",6,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Good"
"13112","Ritter aus Leidenschaft","http://www.imdb.com/title/tt0183790/",6.9,"113302","7920",2001,"video.movie","4","10","99","194",642,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Average"
"13134","Blade II","http://www.imdb.com/title/tt0187738/",6.7,"123845","7020",2002,"video.movie","7","7","86","376",538,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"Average"
"13135","Birthday Girl - Braut auf Bestellung","http://www.imdb.com/title/tt0188453/",6.1,"19491","5580",2001,"video.movie","1","0","21","10",151,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Average"
"13140","The Big Day","http://www.imdb.com/title/tt0189201/",4.7,"230","5280",2001,"video.movie","0","0","0","0",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fair"
"13160","Texas Rangers","http://www.imdb.com/title/tt0193560/",5.2,"4202","5160",2001,"video.movie","0","0","16","503",64,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"13170","Samsara","http://www.imdb.com/title/tt0196069/",7.7,"4261","8700",2001,"video.movie","6","1","0","0",42,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Good"
"13171","Zoolander","http://www.imdb.com/title/tt0196229/",6.6,"150272","5340",2001,"video.movie","1","9","29","751",506,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"13189","Scooby-Doo's Greatest Mysteries","http://www.imdb.com/title/tt0199003/",7.5,"360","6540",2004,"video.movie","0","0","4","0",2,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Good"
"13198","Unterwegs mit Jungs","http://www.imdb.com/title/tt0200027/",6.5,"20008","7920",2001,"video.movie","2","2","27","41",206,3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"13215","Moulin Rouge!","http://www.imdb.com/title/tt0203009/",7.7,"192074","7620",2001,"video.movie","75","88","184","1755",2302,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"Good"
"13226","Exorzist: Der Anfang","http://www.imdb.com/title/tt0204313/",5.1,"25398","6840",2004,"video.movie","0","0","74","119",302,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,"Average"
"13238","Save the Last Dance","http://www.imdb.com/title/tt0206275/",6.1,"40298","6720",2001,"video.movie","6","7","51","151",317,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"Average"
"13257","Die Schneekönigin","http://www.imdb.com/title/tt0210294/",6.7,"1779","10800",2002,"video.movie","1","4","5","248",27,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"13267","Jason X","http://www.imdb.com/title/tt0211443/",4.3,"32448","5460",2001,"video.movie","0","0","35","255",656,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,"Fair"
"13288","La vérité si je mens! 2","http://www.imdb.com/title/tt0214289/",6.3,"1855","6300",2001,"video.movie","1","0","9","0",6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"13321","Banditen!","http://www.imdb.com/title/tt0219965/",6.6,"50527","7380",2001,"video.movie","4","5","45","50",255,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"13325","Sleepless","http://www.imdb.com/title/tt0220827/",6.3,"4349","7020",2001,"video.movie","0","0","6","18",92,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"Average"
"13329","The Glass House - Das Glashaus","http://www.imdb.com/title/tt0221218/",5.7,"22140","6360",2001,"video.movie","0","0","27","158",196,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Average"
"13333","Das muss Liebe sein!","http://www.imdb.com/title/tt0222024/",5.2,"3439","10440",2002,"video.movie","0","0","2","6",15,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Average"
"13343","Angel Eyes","http://www.imdb.com/title/tt0225071/",5.6,"17840","6120",2001,"video.movie","1","4","39","25",179,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Average"
"13347","The 51st State","http://www.imdb.com/title/tt0227984/",6.3,"39036","5580",2001,"video.movie","0","0","32","43",161,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"13349","Ghosts of Mars","http://www.imdb.com/title/tt0228333/",4.9,"37243","5880",2001,"video.movie","0","0","21","162",446,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"Fair"
"13361","Einmal Himmel und zurück","http://www.imdb.com/title/tt0231775/",5.4,"17028","5220",2001,"video.movie","0","0","26","99",119,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"13366","Collateral Damage","http://www.imdb.com/title/tt0233469/",5.4,"52041","6480",2002,"video.movie","0","0","57","118",323,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Average"
"13369","Baran","http://www.imdb.com/title/tt0233841/",7.8,"4757","5640",2001,"video.movie","13","5","6","4",38,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Good"
"13371","Novocaine","http://www.imdb.com/title/tt0234354/",5.8,"8779","5700",2001,"video.movie","0","0","35","9",102,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
